view,count_run-001,count_run-002,cum_run-001,cum_run-002,cum_diff
2573,17,0,47573,21601,25972
2574,15,0,47588,21601,25987
2575,19,0,47607,21601,26006
2576,15,0,47622,21601,26021
2577,20,0,47642,21601,26041
2578,20,0,47662,21601,26061
2579,20,0,47682,21601,26081
2580,15,0,47697,21601,26096
2581,14,0,47711,21601,26110
2582,18,0,47729,21601,26128
2583,15,0,47744,21601,26143
2584,21,0,47765,21601,26164
2585,20,0,47785,21601,26184
2586,19,0,47804,21601,26203
2587,18,0,47822,21601,26221
2588,18,0,47840,21601,26239
2589,17,0,47857,21601,26256
2590,21,0,47878,21601,26277
2591,17,0,47895,21601,26294
2592,12,0,47907,21601,26306
2593,21,0,47928,21601,26327
2594,19,0,47947,21601,26346
2595,17,0,47964,21601,26363
2596,19,0,47983,21601,26382
2597,21,0,48004,21601,26403
2598,17,0,48021,21601,26420
2599,18,0,48039,21601,26438
2600,12,0,48051,21601,26450
2601,15,0,48066,21601,26465
2602,20,0,48086,21601,26485
2603,28,0,48114,21601,26513
2604,15,0,48129,21601,26528
2605,14,0,48143,21601,26542
2606,22,0,48165,21601,26564
2607,21,0,48186,21601,26585
2608,15,0,48201,21601,26600
2609,19,0,48220,21601,26619
2610,18,0,48238,21601,26637
2611,14,0,48252,21601,26651
2612,15,0,48267,21601,26666
